master_id,source,article_id_a,article_id_b,journal_year_range,journal_year_start,journal_year_end,volume_label,roman_numeral,title,author,author_title,location,contributor_role,section_type,page_start,page_end,page_url,char_count,notes,subjects,parse_flag,confirmed_duplicate,duplicate_flag,duplicate_group,fulltext_path,processed_at,source_file,htid,seq_start,seq_end,note,index_match_count,index_page_raw,duplicate_by_title_author,duplicate_title_author_group,duplicate_title_author_count
MASTER_00075,source_a,IV_1867_11,,1867,1867,1867,IV,11,CHINESE NOTIONS ABOUT PIGEONS AND DOVES,T. WATTERS,Esq,,author,article,245,262,,42912,,Zoology,OK,,,,article_texts\IV_1867_11.txt,2026-05-21T13:54:32.949299,,,,,mythology and zoology,1,225-242,,,
MASTER_00076,source_a,IV_1867_12,,1867,1867,1867,IV,12,RETROSPECT OF EVENTS IN CHINA AND JAPANDURING THE YEAR 1867,THOS. W. KJNGSMILL,EsQ.,,author,article,263,277,,37022,,History,OK,,,,article_texts\IV_1867_12.txt,2026-05-21T13:54:33.067502,,,,,,0,,,,
MASTER_00077,source_a,V_1868_01,,1868,1868,1868,V,1,NOTE SUR LES PETITES SOCIÉTÉS D'ARGENT EN CHINE.,G. EUG. SIMON,"M., Consul de France",Ningpo,author,article,33,55,,32501,,Economics,OK,,,,article_texts\V_1868_01.txt,2026-05-26T21:27:02.668296,,,,,,0,,,,
MASTER_00078,source_a,V_1868_02,,1868,1868,1868,V,2,NOTES ON THE COAL FIELDS AND GENERAL GEOLOGY OF THE NEIGHBOURHOOD OF NAGASAKI.,THOS. W. KINGSMILL,"Esq., Corresponding Secretary.",,author,article,56,61,,11866,,Geology,OK,,,,article_texts\V_1868_02.txt,2026-05-26T21:27:24.237018,,,,,,0,,,,
MASTER_00079,source_a,V_1868_03,,1868,1868,1868,V,3,"NOTIONS OF THE ANCIENT CHINESE RESPECTING MUSIC. A COMPLETE TRANSLATION OF THE YOK-KYI, OR MEMORIAL OF MUSIC, ACCORDING TO THE IMPERIAL EDITION.",B. Jenkins,Dr.,,translator,article,62,89,,65164,,Musicology,OK,,,,article_texts\V_1868_03.txt,2026-05-26T21:29:08.631247,,,,,,0,,,,
MASTER_00080,source_a,V_1868_04,,1868,1868,1868,V,4,SOME REMARKS ON RECENT ELEVATIONS IN CHINA AND JAPAN.*,ALBERT S. BICKMORE,Esq.,,author,article,90,98,,22392,,Geology,OK,,,,article_texts\V_1868_04.txt,2026-05-26T21:29:42.930098,,,,,,0,,,,
MASTER_00081,source_a,V_1868_05,,1868,1868,1868,V,5,NOTICES OF LOK PING CHEUNG 骆秉章 LATE GOVERNOR GENERAL OF SZE CHUEN 四川.*,C. F. PRESTON,Rev.,,author,article,99,109,,23974,"LOK PING CHEUNG, Luo Bingzhang, 骆秉章; SZE CHUEN, Sichuan Province, 四川省",Biography / History,OK,,,,article_texts\V_1868_05.txt,2026-05-26T21:30:23.999293,,,,,,0,,,,
MASTER_00082,source_a,V_1868_06,,1868,1868,1868,V,6,THE TABLET OF YÜ.,W. H. MEDIHURST,"Esq., H. B. M.'s Consul",Hankow,author,article,110,122,,18846,"YÜ, Yu or Da Yu, 禹或大禹",Epigraphy,OK,,,,article_texts\V_1868_06.txt,2026-05-26T21:31:15.949011,,,,,,0,,,,
MASTER_00083,source_a,V_1868_07,,1868,1868,1868,V,7,NOTE SUR QUELQUES UNES DES RECHERCHES QUE L'ON POURRAIT FAIRE EN CHINE ET AU JAPON AU POINT DE VUE DE LA GÉOLOGIE ET DE LA PALÉONTOLOGIE.,G. EUG. SIMON,Consul de France,Ning-Po,author,article,123,188,,170252,,Geology,OK,,,,article_texts\V_1868_07.txt,2026-05-26T21:35:31.243317,,,,,,0,,,,
MASTER_00084,source_a,V_1868_08,,1868,1868,1868,V,8,"ITINERARY OF A JOURNEY THROUGH THE PROVINCES OF HOO-PIH, SZE-CHUEN AND SHEN-SE.",A. WYLIE,,,author,article,189,294,,216003,,Geography,OK,,,,article_texts\V_1868_08.txt,2026-05-26T21:42:03.622371,,,,,,0,,,,
MASTER_00085,source_a,V_1868_09,,1868,1868,1868,V,9,REPORT OF AN EXPLORATION OF THE NEW COURSE OF THE YELLOW RIVER.,N. ELIAS,"JR., F. R. G. S.",,author,article,295,315,,54102,,Hydrology,OK,,,,article_texts\V_1868_09.txt,2026-05-26T21:43:21.582126,,,,,,0,,,,
MASTER_00086,source_a,V_1868_10,,1868,1868,1868,V,10,RETROSPECT OF EVENTS IN CHINA AND JAPAN DURING THE YEAR 1868.,,,,unknown,article,316,321,,12747,,History,OK,,,,article_texts\V_1868_10.txt,2026-05-26T21:43:42.956648,,,,,,0,,,,
MASTER_00087,source_b,,_1869_01,1869,1869,1869,,,"NOTES ON THE SHANTUNG PROVINCE, BEING A JOURNEY FROM CHEFOO TO TSIUHSIEN, THE CITY OF MENCIUS.",JOHN MARKHAM,EsQUIRE,Chefoo,author,article,1,29,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=37,74711,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00088,source_b,,_1869_02,1869,1869,1869,,,"ON WEN-CH'ANG, THE GOD OF LITERATURE, HIS HISTORY AND WORSHIP.",WY. FREDERICK MAYERS,ESQ.,China,author,article,31,44,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=67,33359,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00089,source_b,,_1869_03,1869,1869,1869,,,THE FABULOUS SOURCE OF THE HOANG-HO.,E. J. EITEL,ESQ.,,author,article,45,51,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=81,17283,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,"Buddhism, geography and hydrology",1,,,,
MASTER_00090,source_b,,_1869_04,1869,1869,1869,,,SUR LES INSTITUTIONS DE CRÉDIT EN CHINE.,G. EUG. SIMON,MONS.,Fou-Tcheou,author,article,53,71,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=89,48641,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00091,source_b,,_1869_05,1869,1869,1869,,,"ON THE INTRODUCTION AND USE OF GUNPOWDER AND FIREARMS AMONG THE CHINESE. WITH NOTES ON SOME ANCIENT ENGINES OF WARFARE, AND ILLUSTRATIONS.",W. F. MAYERS,ESQ.,China,author,article,73,103,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=109,68698,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00092,source_b,,_1869_06,1869,1869,1869,,,THE CHINESE GAME OF CHESS AS COMPARED WITH THAT PRACTISED BY WESTERN NATIONS.,K. HIMLY,ESQ.,North-German Consular Service,author,article,105,121,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=141,38382,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,social customs,1,,,,
MASTER_00093,source_b,,_1869_07,1869,1869,1869,,,NOTE ON THE CHIRKIANG MIAUTSZ'.,"MACGOWAN, D. J.",,,author,article,123,127,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=159,11430,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00094,source_b,,_1869_08,1869,1869,1869,,,"NOTES ON THE PROVINCIAL EXAMINATION OF CHEKEANG OF 1870, WITH A VERSION OF ONE OF THE ESSAYS.*","MOULE, G. E.",REV.,,author,article,129,137,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=165,20863,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00095,source_b,,_1869_09,1869,1869,1869,,,CHINESE CHEMICAL MANUFACTURES.*,"Smith, F. Porter",,,author,article,139,147,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=175,22665,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00096,source_b,,_1869_10,1869,1869,1869,,,JOURNAL OF A MISSION TO LEWCHEW IN 1801.,S. WELLS WILLIAMS,"Esq., L. L. D.",,author,article,149,171,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=185,63483,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00097,source_b,,_1869_11,1869,1869,1869,,,TRANSLATION OF THE INSCRIPTION UPON A STONE TABLET COMMEMMORATING THE REPAIRS UPON THE CH’ENG HWANG MIAU OR TEMPLE OF THE TUTELARY DEITY OF THE CITY.*,,,,translator,article,173,177,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=209,11752,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00098,source_b,,_1869_12,1869,1869,1869,,,RETROSPECT OF EVENTS IN CHINA AND JAPAN DURING THE YEARS 1869 AND 1870.,J. M. CANNY,Esq.,,author,article,179,199,https://babel.hathitrust.org/cgi/pt?id=mdp.39015027916355&seq=215,54354,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.6-7 1869-72.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00099,source_a,VII_1871_01,,1871,1871,1871,VII,1,A HISTORICAL AND STATISTICAL SKETCH OF THE ISLAND OF HAINAN.,WM. FREDERICK MAYERS,"Esq., F. R. G. S., &c., H. B. M.'s Acting Consul",Chefoo,author,article,19,32,,33127,,Historical Geography,OK,,,,article_texts\VII_1871_01.txt,2026-05-26T20:53:29.350444,,,,,,0,,,,
MASTER_00100,source_a,VII_1871_02,,1871,1871,1871,VII,2,LETTER FROM ANTHONY NORRIS GROVES TO J. N. DARBY.,Anthony Norris Groves,,Milford Haven,author,article,33,40,,15057,,Religious Studies,OK,,,,article_texts\VII_1871_02.txt,2026-05-26T20:53:58.344673,,,,,,0,,,,
MASTER_00101,source_a,VII_1871_03,,1871,1871,1871,VII,3,ON THE ISLAND OF HAINAN.,,,,unknown,article,41,50,,23381,,Geography,OK,,,,article_texts\VII_1871_03.txt,2026-05-26T20:54:35.805942,,,,,,0,,,,
MASTER_00102,source_a,VII_1871_04,,1871,1871,1871,VII,4,"ARTICLE II.
THE ABORIGINES OF HAINAN.",ROBERT SWINHOE,"F.R. G.S., F. Z. S.,
H. B. M.'s Consul at Ningpo.",Ningpo,author,article,51,66,,32653,,Anthropology,OK,,,,article_texts\VII_1871_04.txt,2026-05-26T20:55:35.598727,,,,,,0,,,,
MASTER_00103,source_a,VII_1871_05,,1871,1871,1871,VII,5,"NARRATIVE OF AN EXPLORING VISIT TO HAINAN,",ROBERT SWINHOE,"Esq., F.R.G.S., F.Z.S., H. B. M. Consul",Ningpo,author,article,67,120,,133791,,Geography,OK,,,,article_texts\VII_1871_05.txt,2026-05-26T20:58:59.745614,,,,,,0,,,,
MASTER_00104,source_a,VII_1871_06,,1871,1871,1871,VII,6,CHINESE LYRICS.,GEORGE CARTER STENT,,,author,article,121,164,,37894,,Literary Studies,OK,,,,article_texts\VII_1871_06.txt,2026-05-26T21:01:27.391398,,,,,,0,,,,
MASTER_00105,source_a,VII_1871_07,,1871,1871,1871,VII,7,"THE MYTHICAL ORIGIN OF THE CHOW OR DJOW
DYNASTY,
AS SET FORTH IN THE SHOO-KING.*",Thos. W. Kingsmill,,,author,article,165,174,,23631,"THE CHOW OR DJOW DYNASTY, Zhou Dynasty, 周朝; THE SHOO-KING. Shujing or Shangshu, 《书经》或作《尚书》",Mythology / History,OK,,,,article_texts\VII_1871_07.txt,2026-05-26T21:02:04.798130,,,,,,0,,,,
MASTER_00106,source_a,VII_1871_08,,1871,1871,1871,VII,8,THE OBLIGATIONS OF CHINA TO EUROPE IN THE MATTER OF PHYSICAL SCIENCE ACKNOWLEDGED BY EMINENT CHINESE; BEING EXTRACTS FROM THE PREFACE TO TSANG KWO-FAN'S EDITION OF EUCLID WITH BRIEF INTRODUCTORY OBSERVATIONS.,G. E. MOULE,Rev.,,author,article,175,192,,42213,,History,OK,,,,article_texts\VII_1871_08.txt,2026-05-26T21:03:12.911213,,,,,,0,,,,
MASTER_00107,source_a,VII_1871_09,,1871,1871,1871,VII,9,THE LIFE AND WORKS OF HAN YÜ OR HAN WÊN-KUNG,T. WATTERS,,,author,article,193,210,,42054,"HAN YÜ OR HAN WÊN-KUNG, Han Yu or Han Wengong, 韩愈，人称韩文公",Literary Studies,OK,,,,article_texts\VII_1871_09.txt,2026-05-26T21:04:18.991724,,,,,,0,,,,
MASTER_00108,source_a,VII_1871_10,,1871,1871,1871,VII,10,CHINESE LEGENDS.,G. C. STENT,,,author,article,211,224,,30366,,Folklore Studies,OK,,,,article_texts\VII_1871_10.txt,2026-05-26T21:05:10.423893,,,,,literature and language,1,183-196,,,
MASTER_00109,source_a,VII_1871_11,,1871,1871,1871,VII,11,THE ANTIQUITIES OF CAMBODIA.,J. THOMPSON,F. R. G. S.,,author,article,225,232,,18201,,Archaeology,OK,,,,article_texts\VII_1871_11.txt,2026-05-26T21:05:40.592411,,,,,archaeology,1,197-204,,,
MASTER_00110,source_a,VII_1871_12,,1871,1871,1871,VII,12,QUELQUES RENSEIGNEMENTS SUR L'HISTOIRE NATURELLE DE LA CHINE SEPTENTRIONALE ET OCCIDENTALE.,Armand David,"R. Père, Missionnaire Lazariste",,author,article,233,262,,71844,,Natural History,OK,,,,article_texts\VII_1871_12.txt,2026-05-26T21:10:22.970218,,,,,,0,,,,
MASTER_00111,source_a,VII_1871_13,,1871,1871,1871,VII,13,CHINESE USE OF SHAD IN CONSUMPTION AND IODINE PLANTS IN SCROFULA.*,D. J. MACGOWAN,"Esq., M. D.",,author,article,263,264,,4078,,Medicine,OK,,,,article_texts\VII_1871_13.txt,2026-05-26T21:10:46.376303,,,,,literature and language,1,235-236,,,
MASTER_00112,source_a,VII_1871_14,,1871,1871,1871,VII,14,ON THE “MUTTON WINE” OF THE MONGOLS AND ANALOGOUS PEPARATIONS OF THE CHINESE.,MACGOWAN,DR.,,author,article,265,268,,9386,,Anthropology,OK,,,,article_texts\VII_1871_14.txt,2026-05-26T21:11:16.618496,,,,,,0,,,,
MASTER_00113,source_a,VII_1871_15,,1871,1871,1871,VII,15,"RETROSPECT OF EVENTS IN CHINA, &c. DURING THE YEARS 1871 AND 1872.",,,,unknown,article,269,278,,22224,,History,OK,,,,article_texts\VII_1871_15.txt,2026-05-26T21:13:19.191722,,,,,,0,,,,
MASTER_00114,source_a,VII_1871_16,,1871,1871,1871,VII,16,"METEOROLOGICAL OBSERVATIONS.
METEOROLOGICAL OBSERVATIONS FOR 1872.",,,,unknown,article,279,292,,6997,,Meteorology,OK,,,,article_texts\VII_1871_16.txt,2026-05-26T21:14:26.323838,,,,,,0,,,,
MASTER_00115,source_a,VII_1871_17,,1871,1871,1871,VII,17,THE HUNG LOU MÊNG 紅樓夢: COMMONLY CALLED THE DREAM OF THE RED CHAMBER.,HERBERT A. GILES,President,,author,article,293,315,,50511,"THE HUNG LOU MÊNG, Hong Lou Meng, Dream of the Red Chamber, 红楼梦",Literary Studies,OK,,,,article_texts\VII_1871_17.txt,2026-05-26T21:17:35.800840,,,,,,0,,Y,DUP_0001,2
MASTER_00116,source_b,,_1874_01,1874,1874,1874,,,RECOLLECTIONS OF CHINA PRIOR to 1840,S. W. WILLIAMS,,,author,article,1,22,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446666&seq=23,54353,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.8-9 1873-1874.txt,2026-06-08T18:04:20,,,,,contemporary history,1,1月22日,,,
MASTER_00117,source_b,,_1874_02,1874,1874,1874,,,"THE LEGEND OF WÊN WANG, FOUNDER OF THE DYNASTY OF THE CHOWS IN CHINA.*","KINGSMILL, Thos. W.",,,author,article,23,29,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446666&seq=45,17569,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.8-9 1873-1874.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00118,source_b,,_1874_03,1874,1874,1874,,,EXTRACTS FROM THE HISTORY OF SHANG-HAΙ.*,C. SCHMIDT,REV.,,author,article,31,43,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446666&seq=53,33561,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.8-9 1873-1874.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00119,source_b,,_1874_04,1874,1874,1874,,,CHINESE FOX-MYTHS.*,T. WATTERS,,,author,article,45,66,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446666&seq=67,52990,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.8-9 1873-1874.txt,2026-06-08T18:04:20,,,,,mythology,1,45-66,,,
MASTER_00120,source_b,,_1874_05,1874,1874,1874,,,BRIEF ACCOUNT OF THE FRENCH EXPEDITION OF 1866 INTO INDO-CHINA.*,S. A. VIGUIER,,,author,article,67,77,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446666&seq=89,25182,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.8-9 1873-1874.txt,2026-06-08T18:04:20,,,,,contemporary history,1,67-78,,,
MASTER_00121,source_b,,_1874_06,1874,1874,1874,,,A VISIT TO THE CITY OF CONFUCIUS.,"EDKINS, J.",REV.,,author,article,79,92,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446666&seq=101,32477,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.8-9 1873-1874.txt,2026-06-08T18:04:20,,,,,"Confucianism, travel and general descriptions",1,79-92,,,
MASTER_00122,source_b,,_1874_07,1874,1874,1874,,,SHORT NOTES ON CHINESE INSTRUMENTS OF MUSIC.*,N. B. DENNYS,,,author,article,93,132,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446666&seq=115,63615,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.8-9 1873-1874.txt,2026-06-08T18:04:20,,,,,music,1,93-132,,,
MASTER_00123,source_b,,_1874_08,1874,1874,1874,,,THE STONE DRUMS OF THE CHOU DYNASTY.*,"BUSHELL, S. W.",M.D.,,author,article,133,179,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446666&seq=155,64359,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.8-9 1873-1874.txt,2026-06-08T18:04:20,,,,,archaeology,1,133-180,,,
MASTER_00124,source_b,,_1874_09,1874,1874,1874,,,RETROSPECT OF EVENTS IN CHINA FOR THE YEAR 1873.,,,,unknown,article,181,,https://babel.hathitrust.org/cgi/pt?id=coo.31924079446666&seq=203,590943,,,OK,,,,C:\ras_text_analysis\RAS_37_downloaded_txt\v.8-9 1873-1874.txt,2026-06-08T18:04:20,,,,,,0,,,,
MASTER_00125,source_a,IX_1875_01,,1875,1875,1875,IX,1,NOTES ON COL. YULE’S EDITION OF MARCO POLO’S“QUINSAY.”,G. E. MOULE,REV.,,author,article,47,70,,35758,,Historical Geography,OK,,,,article_texts\IX_1875_01.txt,2026-05-25T10:41:05.949556,,,,,literature and language,1,,,,
MASTER_00126,source_a,IX_1875_02,,1875,1875,1875,IX,2,"LEGENDS OF THE ANCIENT MAZDAYAQNIAN PROPHETS,AND THE STORY OF ZOROASTER.",D. N. CAMAJEE.,,,author,article,71,98,,40072,,Religious Studies,OK,,,,article_texts\IX_1875_02.txt,2026-05-25T10:43:21.338820,,,,,,0,,,,
MASTER_00127,source_a,IX_1875_03,,1875,1875,1875,IX,3,THE ABORIGINES OF NORTHERN FORMOSA,E. C. TAINTOR,"A.M., F.R.G.S.",,author,article,99,134,,60892,"Formosa, the old name of Taiwan, 台湾",Anthropology,OK,,,,article_texts\IX_1875_03.txt,2026-05-25T10:45:59.321690,,,,,ethnology and anthropology,1,,,,
MASTER_00128,source_a,IX_1875_04,,1875,1875,1875,IX,4,"NOTES ON THE MIAO-FA-LIEN-HUA-CHING, A BUDDHIST SUTRA IN CHINESE.",T. WATTERS,H.B.M.C.S.,"MIAO-FA-LIEN-HUA-CHING, miao fa lian hua jing, 妙法莲华经",author,article,135,160,,41354,,Religious Studies,OK,,,,article_texts\IX_1875_04.txt,2026-05-25T10:47:56.300614,,,,,Buddhism,1,,,,
MASTER_00129,source_a,IX_1875_05,,1875,1875,1875,IX,5,NARRATIVE OF RECENT EVENTS IN TONG-KING,HENRI CORDIER,,,author,article,161,218,,98950,"TONG-KING, Tonkin 东京, northern part of Vietnam",Political History,OK,,,,article_texts\IX_1875_05.txt,2026-05-25T10:52:24.231208,,,,,,0,,,,
MASTER_00130,source_a,IX_1875_06,,1875,1875,1875,IX,6,NOTES ON CHINESE TOXICOLOGY No. I.—Arsenic.,D. J. MACGOWAN,M.D,,author,article,219,228,,15858,,Medicine,OK,,,,article_texts\IX_1875_06.txt,2026-05-25T10:53:08.515859,,,,,,0,,,,
MASTER_00131,source_a,IX_1875_07,,1875,1875,1875,IX,7,RETROSPECT OF EVENTS IN CHINA AND JAPANFOR THE YEAR 1874.,JAMES THOMAS.,REV.,,author,article,229,246,,31882,,History,OK,,,,article_texts\IX_1875_07.txt,2026-05-25T10:54:28.826940,,,,,,0,,,,
MASTER_00132,source_a,X_1876_01,,1876,1876,1876,X,1,"ELUCIDATIONS OF MARCO POLO'S TRAVELS IN NORTH-CHINA,
DRAWN FROM CHINESE SOURCES.",Palladius,The Rev. Archimandrite,,author,article,23,76,,148515,,Historical Geography,OK,,,,article_texts\X_1876_01.txt,2026-05-30T00:39:19.812932,,,,,geography,1,1-54,,,
MASTER_00133,source_a,X_1876_02,,1876,1876,1876,X,2,NOTES MADE ON A TOUR THROUGH SHAN-HSI AND SHEN-HSI.*,C. HOLCOMBE,REV.,,author,article,77,92,,43535,"Shan-HSI, Shanxi Province, 山西省; Shen-HSI, Shaanxi Province, 陕西省",Geography,OK,,,,article_texts\X_1876_02.txt,2026-05-30T00:40:34.099776,,,,,travel and general descriptions,1,55-70,,,
MASTER_00134,source_a,X_1876_03,,1876,1876,1876,X,3,SHORT NOTES ON THE IDENTIFICATION OF THE YUÈ-TI AND KIANG TRIBES OF ANCIENT CHINESE HISTORY.,T. W. KINGSMILL,,,author,article,93,95,,5961,"YUÈ-TI, Yuezhi, 月氏; KIANG, Qiang, 羌族",Ethnohistory,OK,,,,article_texts\X_1876_03.txt,2026-05-30T00:40:46.409250,,,,,,0,,,,
MASTER_00135,source_a,X_1876_05,,1876,1876,1876,X,5,"NOTICES OF THE MEDIEVAL GEOGRAPHY AND HISTORY OF CENTRAL AND WESTERN ASIA. Drawn from Chinese and Mongol writings, and compared with the observations of Western authors in the Middle ages.*",E. BRETSCHNEIDER,M.D.,,author,article,101,334,,628345,,Historical Geography,OK,,,,article_texts\X_1876_05.txt,2026-05-30T01:07:07.345824,,,,,,0,,,,
MASTER_00136,source_a,X_1876_06,,1876,1876,1876,X,6,"RETROSPECT OF EVENTS IN CHINA, FOR THE YEAR 1875.",ARCHIBALD J. LITTLE,F.R.G.S.,,author,article,335,350,,44758,,History,OK,,,,article_texts\X_1876_06.txt,2026-05-30T01:08:28.654844,,,,,,0,,,,
MASTER_00137,source_a,XI_1877_01,,1877,1877,1877,XI,1,"FORT ZELANDIA, AND THE DUTCH OCCUPATION OF FORMOSA.",H. E. HOBSON,Esq.,,author,article,57,64,,17790,,Colonial History,OK,,,,article_texts\XI_1877_01.txt,2026-05-27T19:29:29.825556,,,,,history,1,33-40,,,
MASTER_00138,source_a,XI_1877_02,,1877,1877,1877,XI,2,"ARTICLE II.
THE VERTEBRATA OF THE PROVINCE OF CHIHLI WITH NOTES ON CHINESE ZOOLOGICAL NOMENCLATURE.",O. F. VON MÖLLENDORFF,PH.D.,,author,article,65,135,,163439,,Zoology,OK,,,,article_texts\XI_1877_02.txt,2026-05-27T19:33:13.266983,,,,,,0,,,,
MASTER_00139,source_a,XI_1877_03,,1877,1877,1877,XI,3,ON THE STYLE OF CHINESE EPISTOLARY COMPOSITION. A REVIEW.,W. A. P. Martin,"Rev., D.D.",,author,article,137,146,,23582,,Literary Studies,OK,,,,article_texts\XI_1877_03.txt,2026-05-27T19:33:44.264341,,,,,,0,,,,
MASTER_00140,source_a,XI_1877_04,,1877,1877,1877,XI,4,ON CHINESE NAMES FOR BOATS AND BOAT GEAR WITH REMARKS ON THE CHINESE USE OF THE MARINER'S COMPASS.,J. Edkins,D.D.,Peking,author,article,147,166,,48925,,Linguistics,OK,,,,article_texts\XI_1877_04.txt,2026-05-27T19:34:46.160693,,,,,meteorology and navigation,1,123-142,,,
MASTER_00141,source_a,XI_1877_05,,1877,1877,1877,XI,5,CHINESE EUNUCHS.,G. Carter Stent,,,author,article,167,208,,107447,,Social History,OK,,,,article_texts\XI_1877_05.txt,2026-05-27T19:36:54.897690,,,,,,0,,,,
MASTER_00142,source_a,XII_1877_01,,1878,1878,1878,XII,1,ON THE STONE FIGURES AT CHINESE TOMBS AND THE OFFERING OF LIVING SACRIFICES.,William Frederick Mayers,Chinese Secretary,Her Britannic Majesty's Legation at Peking,author,article,15,31,,45607,,Archaeology,OK,,suspected,DG0008,article_texts\XII_1877_01.txt,2026-05-27T16:35:28.803883,,,,,,0,,,,
MASTER_00143,source_a,XII_1877_02,,1878,1878,1878,XII,2,THE COMPARATIVE STUDY OF CHINESE DIALECTS.,E. H. Parker,Esq.,H. B. M.'s Consular Service,author,article,33,64,,50718,,Linguistics,OK,,suspected,DG0015,article_texts\XII_1877_02.txt,2026-05-27T16:39:18.285826,,,,,literature and language,1,19-50,,,
MASTER_00144,source_a,XII_1877_03,,1878,1878,1878,XII,3,"DROUGHTS IN CHINA, A.D. 620 TO 1643.",Alex. Hosie,M.A.,H. B. M.'s China Consular Service,author,article,65,103,,37692,,Climatology,OK,,,,article_texts\XII_1877_03.txt,2026-05-27T16:42:22.575354,,,,,,0,,,,
MASTER_00145,source_a,XII_1877_04,,1878,1878,1878,XII,4,"SUNSPOTS AND SUN-SHADOWS OBSERVED IN CHINA, B. C. 28,—A. D. 1617.",Alex. Hosie,"M.A., H. B. M's China Consular Service",,author,article,105,109,,5704,,Astronomy,OK,,,,article_texts\XII_1877_04.txt,2026-05-27T16:42:51.017881,,,,,,0,,,,
MASTER_00146,source_a,XII_1877_05,,1878,1878,1878,XII,5,"THE ANCIENT LANGUAGE AND CULT OF THE CHOWS;
Being Notes Critical and Exegetical on the SHI-KING, or
Classic of Poetry of the Chinese.",Thos. W. Kingsmill,President,,author,article,111,144,,69582,,Literary Studies,OK,,suspected,DG0013,article_texts\XII_1877_05.txt,2026-05-27T16:50:11.494268,,,,,,0,,,,
MASTER_00147,source_a,XII_1877_06,,1878,1878,1878,XII,6,THE CLIMATE OF EASTERN ASIA.,H. FRITSCHE,"Dr., Director",I. Russian Observatory at Peking,author,article,145,385,,403087,,Climatology,OK,,suspected,DG0014,article_texts\XII_1877_06.txt,2026-05-27T17:38:35.599816,,,,,meteorology,1,127-335,,,
