importance_rank,topic_id,importance_score,article_coverage,article_count,topic_size,topic_size_share,interpretability,semantic_coherence,exclusivity,topic_label,topic_words,prob_words
1,16,0.9785988031727668,0.3550185873605948,191,60.3365259494892,0.1121496764860393,0.843132959608377,-21.687431777182567,9.702151495044689,"FREX: library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing | Prob: manchu, art, characters, book, language, words, books, study, works, word | Representative: Can Chinese writing be simplified ?; Western transcription of Chinese, The; Why the sinologue should study manchu ?; Essay on Manchu literature","library, vols, bithe, chinese_law, student, libraries, languages, manchu, vide, writing, literature, tones","manchu, art, characters, book, language, words, books, study, works, word, written, law"
2,12,0.8193167077686091,0.275092936802974,148,49.057058109359104,0.0911841228798496,0.8228015926831933,-25.09982911823901,9.706812531203113,"FREX: destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe | Prob: confucius, nature, heaven, king, tzu, things, mind, music, world, human | Representative: Chinese sophists, The; Chinese chess *; Wei - ch ' i *; Destiny, fate","destiny, moral, doctrine, duke, virtue, lao_tzu, confucius, sages, mencius, universe, principles, plato","confucius, nature, heaven, king, tzu, things, mind, music, world, human, tao, virtue"
3,13,0.8026057694970131,0.3104089219330855,167,53.87099194960017,0.1001319552966545,0.7163955979346469,-30.98701543948306,9.598257827801316,"FREX: altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate | Prob: emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall | Representative: Chinese poetry and its connotations *; Family law of the Chinese, The; State religion of china during the Manchu Dynasty, The *; Marriage maker, The","altar, hall, eunuchs, incense, eunuch, sacrifice, gods, god, worshipped, magistrate, offerings, prayer","emperor, heaven, god, temple, hall, city, dragon, worship, palace, shall, spirits, moon"
4,11,0.7599176054140545,0.258364312267658,139,37.42350269547658,0.0695604139321126,0.8575051499315615,-25.60574067552262,9.76915748424102,"FREX: tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles | Prob: stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi | Representative: ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; The Mystery of Ta - ts ' in; On the Stone figures at Chinese tombs and the offering of living sacrifices; Stone drums of the Chou Dynasty, The *","tombs, tomb, monuments, monument, tablet, architecture, sung_dynasty, inscription, inscriptions, bottles, porcelain, porcelains","stone, sung, ming, han, ang, emperor, ien, ing, yuan, hsi, chou, yang"
5,9,0.7455997807974555,0.2360594795539033,127,39.114672588756456,0.0727038523954581,0.8536632183415922,-32.84073815987499,9.8432225272163,"FREX: left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream | Prob: river, feet, miles, city, bank, journey, stream, hills, island, village | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal","left_bank, channel, right_bank, mile, village, bore, keang, gorge, bank, stream, journey, miles","river, feet, miles, city, bank, journey, stream, hills, island, village, distance, shan"
6,14,0.7091544925307014,0.2379182156133829,128,30.40400187140414,0.0565130146308627,0.8718208820448132,-25.257880232579595,9.78869510759311,"FREX: marriage, husband, parents, children, wife, girls, wear, marry, child, woman | Prob: family, law, children, wife, marriage, women, husband, son, father, death | Representative: The Family law of the Chinese and its comparative relations with that of other nations; The Fish - skin Tartars; Family law of the Chinese, The; Sketches of the Miau - tsze","marriage, husband, parents, children, wife, girls, wear, marry, child, woman, fox, coffin","family, law, children, wife, marriage, women, husband, son, father, death, parents, dead"
7,7,0.6041527330226674,0.2100371747211896,113,34.05557481940479,0.0633003249431315,0.7380034462989724,-29.227960807500924,9.61404381537426,"FREX: myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars | Prob: king, modern, chow, sun, indian, origin, india, language, moon, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history","myth, lunar, sanscrit, aryan, parthia, exogamy, jupiter, calendar, cycle, stars, greek, solar","king, modern, chow, sun, indian, origin, india, language, moon, word, race, greek"
8,19,0.5797914342796943,0.2118959107806691,114,37.3409124992436,0.0694069005562148,0.6767648268391292,-34.86296007471098,9.576519591376217,"FREX: coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert | Prob: coal, sea, feet, river, miles, rocks, iron, island, mountains, surface | Representative: Notes on the coal and Iron Ore deposits of Central Shansi; A Sketch of the Geology of Quang -tung Province; Researches into the geology of Formosa *; China's petrified sun - rays","coal, limestone, mineral, rocks, geological, formation, geology, sandstone, strata, desert, carboniferous, chemical","coal, sea, feet, river, miles, rocks, iron, island, mountains, surface, shan, province"
9,17,0.539137922052182,0.2732342007434944,147,47.99814065979665,0.0892158748323357,0.4580676056875615,-27.85967068134141,9.141263010210643,"FREX: treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party | Prob: government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon | Representative: Recollections of China prior to 1840; Retrospect of events in China and Japan, 1868; Retrospect of events in China and Japan, 1869, 1870; Narrative of the American Embassy to Peking","treaty, commissioners, ships, settlement, forts, ward, foreigners, treaties, retrospect, party, ministers, policy","government, foreign, emperor, sent, peking, shanghai, japanese, japan, canton, soon, officers, english"
10,18,0.423281554162999,0.0650557620817843,35,15.876165927758665,0.0295096020962056,0.8277974672311625,-47.03478409460615,9.958567890327954,"FREX: currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse | Prob: cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin | Representative: Coins of the Republic of China *; Currency in China *; Coinage of Corea, The *; Coins of the Ta - ts'ing or present dynasty of China *","currency, obverse, coins, coin, coinage, tael, reverse, guild, mint, obverse_reverse, annam, silver","cash, silver, coins, reverse, currency, copper, obverse, value, gold, coin, mint, tael"
11,10,0.419735042797053,0.1226765799256505,66,16.45693100058336,0.0305890910791512,0.743944158686356,-45.02744378834674,9.79920881347169,"FREX: yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs | Prob: shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo | Representative: Notices of the mediaeval geography and history of Central and Western Asia *; Notices of Christianity in China. Extracted from Marco Polo *; Elucidations of Marco Polo's travels in North China, drawn from Chinese sources; The Intercourse of China with Central and Western Asia in the Second Century B.C.","yuan_shi, khan, rashid, tom, chap, mongols, mongol, central_western, central_western_asia, uigurs, medieval, western_asia","shi, city, yuan, mongol, khan, emperor, mongols, river, century, polo, asia, sent"
12,5,0.4102740093376657,0.1133828996282527,61,19.43090136930142,0.0361169170433111,0.7195741117980873,-43.673931412519984,9.744342456956394,"FREX: leaflets, ventral, ovate, slender, glabrous, tibetan, hairs, apex, pagodas, bristle | Prob: leaves, species, flowers, tibetan, tai, slender, base, tibet, lower, white | Representative: Shantung foraminifera; Then and now; Oribatoidea Sinensis, Part III; The Family names","leaflets, ventral, ovate, slender, glabrous, tibetan, hairs, apex, pagodas, bristle, lanceolate, stipules","leaves, species, flowers, tibetan, tai, slender, base, tibet, lower, white, length, upper"
13,4,0.4039445476091979,0.1171003717472119,63,17.17860354152262,0.0319304898541312,0.7242332588702227,-57.00996076685888,9.900055788507885,"FREX: wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell | Prob: inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain | Representative: Music of China, The *; Chinese ideas of antiques; Short notes on Chinese instruments of music *; Chinese Embroidery and Other Art Textile Work","wares, musical, musical_instruments, chinese_musical_instruments, chinese_musical, instrument, instruments, holes, games, bell, pipe, strings","inches, instruments, instrument, wood, musical, bamboo, colour, foot, wares, porcelain, inch, red"
14,2,0.3460879228194218,0.0464684014869888,25,9.457063391949632,0.0175781847434008,0.7994967661296711,-44.631307625436506,9.885616530815067,"FREX: magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk | Prob: temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Periodical change of terrestrial magnetism *; Meteorological tables, from observations made in Japan","magnetic, temperature, victoria, magnetism, amoor, vapour, eastern_asia, continent, currents, nerchinsk, hourly, monthly","temperature, mean, asia, eastern, annual, sea, peking, observations, eastern_asia, table, northern, daily"
