K,topic_id,topic_label,frex_words,prob_words,representative_titles
30,0,"FREX: styan, kiangyin, chinkiang, genus, warbler, resident, yangtse_valley, swinhoe, shanghai_museum, fokien | Prob: genus, chinkiang, styan, family, winter, swinhoe, kiangyin, specimens, resident, collection | Representative: Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Preliminary notes on the natural history of Nanking; Two new species of Chinese snakes *","styan, kiangyin, chinkiang, genus, warbler, resident, yangtse_valley, swinhoe, shanghai_museum, fokien","genus, chinkiang, styan, family, winter, swinhoe, kiangyin, specimens, resident, collection","Collection of birds in the Shanghai Museum, The; Collection of Chinese reptiles in the Shanghai Museum, The; Preliminary notes on the natural history of Nanking; Two new species of Chinese snakes *"
30,1,"FREX: length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var | Prob: length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety | Representative: Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane","length_breadth, skvortzow, breadth, north_manchuria, fruits, apricot, harbin, plum, poppy, var","length, manchuria, breadth, rice, fruits, length_breadth, var, district, white, variety","Corea; Formosa; Java; Sorgo, or Northern Chinese sugar cane"
30,2,"FREX: temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk | Prob: temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations | Representative: The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border","temperature, victoria, vapour, nerchinsk, amoor, diff, eastern_asia, hourly, cyclone, okhotsk","temperature, mean, eastern, asia, annual, peking, sea, table, eastern_asia, observations","The Climate of Eastern Asia; Meteorological observations, April - December 1872; Meteorological tables, from observations made in Japan; Notes on temperatures in high altitudes on the Tibetan border"
30,3,"FREX: chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes | Prob: summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi | Representative: Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The","chehkiang, drought, cheo, fuhkien, roads, hupeh, remitted, honan, cart, routes","summer, road, drought, spring, cheo, autumn, roads, chihli, honan, shansi","Droughts in China, A. D. 620-1643; Inland communications in China *; Trade routes to Western China; Grand Canal of China, The"
30,4,"FREX: wares, wear, bow, games, aborigines, garments, boys, women, design, antiques | Prob: women, white, colour, red, wares, children, green, black, porcelain, round | Representative: Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze","wares, wear, bow, games, aborigines, garments, boys, women, design, antiques","women, white, colour, red, wares, children, green, black, porcelain, round","Chinese ideas of antiques; Chinese children's games; Hainanese Miao, The *; Sketches of the Miau - tsze"
30,5,"FREX: kansu, thos, migration, yangtze, heude, areas, insects, fauna, cat, cocoons | Prob: species, tai, forms, kansu, soochow, shansi, lao, shensi, nanking, race | Representative: Relation of Chinese and Siamese, The *; Natural history of China, The; Beginning of the study of the flora and fauna of Soochow and vicinity, A; Bamboos in China","kansu, thos, migration, yangtze, heude, areas, insects, fauna, cat, cocoons","species, tai, forms, kansu, soochow, shansi, lao, shensi, nanking, race","Relation of Chinese and Siamese, The *; Natural history of China, The; Beginning of the study of the flora and fauna of Soochow and vicinity, A; Bamboos in China"
30,6,"FREX: garnier, nous, tong_king, hua_ching, thou, noi, annamite, een, arsenic, nirvana | Prob: king, les, tong, tong_king, garnier, gate, son, des, que, thou | Representative: Narrative of recent events in Tong - king; Retrospect of events in China, 1873; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Notes on Chinese toxicology","garnier, nous, tong_king, hua_ching, thou, noi, annamite, een, arsenic, nirvana","king, les, tong, tong_king, garnier, gate, son, des, que, thou","Narrative of recent events in Tong - king; Retrospect of events in China, 1873; Legends of the ancient Mazdayacnian prophets, and the story of Zoroaster; Notes on Chinese toxicology"
30,7,"FREX: myth, lunar, sanscrit, aryan, calendar, solar, jupiter, cycle, stars, zodiac | Prob: king, modern, chow, sun, indian, language, moon, origin, meaning, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history","myth, lunar, sanscrit, aryan, calendar, solar, jupiter, cycle, stars, zodiac","king, modern, chow, sun, indian, language, moon, origin, meaning, word","A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
30,8,"FREX: orn, proc, zool, brit, ibis, ovis, soc, club, bull, zoological | Prob: species, birds, orn, ibis, bull, zool, peking, soc, description, tail | Representative: The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Partial bibliography of Chinese birds, A; Birds and beasts of Formosa; Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617","orn, proc, zool, brit, ibis, ovis, soc, club, bull, zoological","species, birds, orn, ibis, bull, zool, peking, soc, description, tail","The Vertebrata of the Province of Chihli, with notes on Chinese zoological nomenclature; Partial bibliography of Chinese birds, A; Birds and beasts of Formosa; Sunspots and sun - shadows observed in China, B. C. 28 - A. D. 1617"
30,9,"FREX: left_bank, right_bank, channel, bore, bank, keang, mile, flood, stream, gorge | Prob: river, feet, miles, city, bank, journey, stream, island, hills, sea | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se","left_bank, right_bank, channel, bore, bank, keang, mile, flood, stream, gorge","river, feet, miles, city, bank, journey, stream, island, hills, sea","Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se"
