importance_rank,model,K,topic_id,topic_size,topic_size_share,article_count,article_coverage,semantic_coherence,exclusivity,interpretability,topic_words,prob_words,coverage_score_norm,size_score_norm,interpretability_score_norm,importance_score,topic_label
1,stm,30,27,48.86301907746984,0.0908234555343305,156,0.2899628252788104,-26.93670442381464,9.697662990481549,0.7675905126098116,"moral, mencius, doctrine, taoism, confucianism, plato, philosophy, human, soul, teaching, teachings, philosophers","nature, human, art, law, heaven, mind, confucius, world, book, mencius, practice, body",1.0,1.0,0.8092583518908248,0.9364194506302748,"FREX: moral, mencius, doctrine, taoism, confucianism, plato, philosophy, human, soul, teaching | Prob: nature, human, art, law, heaven, mind, confucius, world, book, mencius | Representative: Theistic import of the Sung philosophy, The; Magical practice in China; Wang - chung and Plato on death and immortality; Greek and Chinese art ideals"
2,stm,30,16,32.47595130795796,0.0603642217620036,117,0.2174721189591078,-22.74333740448442,9.781385397209752,0.8690483870272354,"bithe, vols, arabic, libraries, library, moslem, preface, wylie, moslems, vide, islam, printed","characters, manchu, book, words, books, written, language, han, works, translation, ching, wen",0.7417218543046358,0.6346000749954629,1.0,0.7921073097666995,"FREX: bithe, vols, arabic, libraries, library, moslem, preface, wylie, moslems, vide | Prob: characters, manchu, book, words, books, written, language, han, works, translation | Representative: Essay on Manchu literature; The Comparative study of Chinese dialects; Notes on Chinese Mohammedan Literature; Western transcription of Chinese, The"
3,stm,30,13,35.23938554478622,0.0655007166259966,125,0.2323420074349442,-24.856973465096,9.55807887754852,0.6854570116220169,"eunuchs, magistrate, eunuch, kwo, tseng, wang_shih, murder, penalty, memorial, noble, yamen, district_magistrate","emperor, chang, government, imperial, magistrate, sent, empire, capital, prince, official, eunuchs, death",0.7947019867549668,0.6962193150629672,0.6548466866224059,0.7152559961467798,"FREX: eunuchs, magistrate, eunuch, kwo, tseng, wang_shih, murder, penalty, memorial, noble | Prob: emperor, chang, government, imperial, magistrate, sent, empire, capital, prince, official | Representative: Where was Ta - ts ' in ?; THE OFFICE OF DISTRICT MAGISTRATE IN CHINA.; Southern Migration of the Sung Dynasty; Kwo Tsi, an eminent military commander of the Tang Dynasty"
4,stm,30,9,29.977582516621165,0.0557204135996675,90,0.1672862453531598,-30.34332183478625,9.797106704430105,0.8076383624666805,"left_bank, right_bank, channel, bore, bank, keang, mile, flood, stream, gorge, journey, village","river, feet, miles, city, bank, journey, stream, island, hills, sea, village, distance",0.5629139072847682,0.5788912818282924,0.8845486428494154,0.6754512773208253,"FREX: left_bank, right_bank, channel, bore, bank, keang, mile, flood, stream, gorge | Prob: river, feet, miles, city, bank, journey, stream, island, hills, sea | Representative: Sailing directions for the Yang - tsze Kiang, from Woosung to Hankow; The Bore of the Tsien - tang Kiang (Hang - chau Bay); Notes on a portion of the old bed of the Yellow River an the water supply of the Grand Canal; Itinerary of a jouney through the Provinces of Hoo - pih, Sze - chuen and Shen - se"
5,stm,30,25,32.458722935215256,0.0603321987643406,97,0.1802973977695167,-33.55253363379377,9.699018918060624,0.7051155329496523,"destiny, duke, replied, virtue, lao_tzu, poetry, music, confucius, harmony, sage, poem, giles","heaven, tzu, confucius, king, music, tao, duke, virtue, yang, mind, things, emperor",0.609271523178808,0.6342159155963147,0.6918048702917713,0.6450974363556313,"FREX: destiny, duke, replied, virtue, lao_tzu, poetry, music, confucius, harmony, sage | Prob: heaven, tzu, confucius, king, music, tao, duke, virtue, yang, mind | Representative: Operations and manifestations of the Tao exemplified in history, The; Notes on the symbolism of the Purple Forbidden City *; Notions of the ancient Chinese respecting music; Destiny, fate"
6,stm,30,29,25.93045819487516,0.0481978776856415,90,0.1672862453531598,-28.252242048403893,9.747646280746809,0.7915255822278533,"altar, tomb, tombs, monuments, architecture, temple, marble, tablets, pagodas, temples, buildings, pillars","temple, stone, city, emperor, feet, wall, imperial, temples, built, shan, peking, gate",0.5629139072847682,0.4886482350276092,0.854256481930193,0.6352728747475235,"FREX: altar, tomb, tombs, monuments, architecture, temple, marble, tablets, pagodas, temples | Prob: temple, stone, city, emperor, feet, wall, imperial, temples, built, shan | Representative: T'ai Shan *; Chinese architecture; Chinese pagodas; State religion of china during the Manchu Dynasty, The *"
7,stm,30,7,25.54838321286917,0.047487701139162,84,0.1561338289962825,-27.396013998768748,9.644114641656095,0.7240217680716543,"myth, lunar, sanscrit, aryan, calendar, solar, jupiter, cycle, stars, zodiac, chows, equinox","king, modern, chow, sun, indian, language, moon, origin, meaning, word, calendar, stars",0.5231788079470199,0.4801287017142214,0.7273487496349691,0.5768854197654034,"FREX: myth, lunar, sanscrit, aryan, calendar, solar, jupiter, cycle, stars, zodiac | Prob: king, modern, chow, sun, indian, language, moon, origin, meaning, word | Representative: A Comparative table of the ancient lunar asterisms; The Ancient language and cult of the Chows ; critical and exegetical notes on the "" Shi- king ""; THE CHINESE CALENDAR: ITS ORIGIN, HISTORY AND CONNECTIONS.; Short notes on the identification of the Yue - ti and Kiang tribes of ancient Chinese history"
8,stm,30,26,34.37009413498399,0.0638849333364014,112,0.20817843866171,-59.21377246732758,9.76841402148244,0.5096954681646664,"prophet, mohammed, prayer, god, hell, priest, incense, idol, dream, gods, festival, girl","god, moon, shall, heaven, death, spirits, prophet, mohammed, pao, priest, religion, family",0.7086092715231788,0.6768357974979888,0.3244135224567858,0.5699528638259844,"FREX: prophet, mohammed, prayer, god, hell, priest, incense, idol, dream, gods | Prob: god, moon, shall, heaven, death, spirits, prophet, mohammed, pao, priest | Representative: Chinese life of Mohammed, A; Marriage maker, The; Yu - li or Precious Records, The *; Family law of the Chinese, The"
9,stm,30,17,28.85762678937025,0.0536387115044056,84,0.1561338289962825,-54.21012291718561,9.714813618748552,0.518495635150743,"magnetic, magnetism, retrospect, terrestrial, terrestrial_magnetism, medical, retrospect_events, hospital, needle, british, periodical, events_china","shanghai, foreign, magnetic, british, government, foreigners, canton, japan, sir, medical, earth, native",0.5231788079470199,0.5539184346721184,0.3409579096144961,0.4726850507445448,"FREX: magnetic, magnetism, retrospect, terrestrial, terrestrial_magnetism, medical, retrospect_events, hospital, needle, british | Prob: shanghai, foreign, magnetic, british, government, foreigners, canton, japan, sir, medical | Representative: Names and nicknames of the Shanghai settlements; Three score years and ten; On Cyclones , or the Law of Storms; Periodical change of terrestrial magnetism *"
10,stm,30,11,19.39001032213109,0.0360409113794258,71,0.1319702602230483,-35.831515536915084,9.686110548167417,0.6738123993817053,"bronzes, bottles, porcelain, porcelains, chinese_porcelain, lung_uan, alligator, julien, pottery, bronze, ang_dynasty, inscriptions","porcelain, sung, century, han, yao, ang, ing, art, chou, uan, bronze, inscriptions",0.4370860927152318,0.3428088941637642,0.6329547187188495,0.4709499018659485,"FREX: bronzes, bottles, porcelain, porcelains, chinese_porcelain, lung_uan, alligator, julien, pottery, bronze | Prob: porcelain, sung, century, han, yao, ang, ing, art, chou, uan | Representative: The Mystery of Ta - ts ' in; ON THE CHINESE COINS AND SMALL PORCELAIN BOTTLES FOUND IN EGYPT.; Shapes of porcelain vessels; Java"
